Epoch,Train_Loss,Val_Loss,Mean_IoU,IoU_Trees,IoU_Lush_Bushes,IoU_Dry_Grass,IoU_Dry_Bushes,IoU_Ground_Clutter,IoU_Flowers,IoU_Logs,IoU_Rocks,IoU_Landscape,IoU_Sky
1.0,34.985609061239145,30.453819964666785,0.6164793372154236,0.856175422668457,0.6302614212036133,0.6903914213180542,0.4523314833641052,0.31816336512565613,0.607508659362793,0.5296711325645447,0.44460421800613403,0.6508693695068359,0.9848166108131409
2.0,28.906137338295277,27.97443146675638,0.655420184135437,0.8613556623458862,0.6971462965011597,0.7015544176101685,0.48759230971336365,0.3637216091156006,0.6631996631622314,0.5910624861717224,0.5041720271110535,0.6992823481559753,0.9851155281066895
3.0,27.86546660170345,27.487094944378114,0.6596709489822388,0.8626773357391357,0.6989884972572327,0.7063471674919128,0.4974648356437683,0.36855465173721313,0.664414644241333,0.5918312668800354,0.5182868242263794,0.7029126286506653,0.9852314591407776
4.0,27.37265959913869,26.95657925485815,0.6660886406898499,0.8645520210266113,0.7086215615272522,0.7080402374267578,0.5031116008758545,0.38039180636405945,0.6756093502044678,0.6019415855407715,0.5288111567497253,0.7044829726219177,0.9853239059448242
5.0,26.93062164434776,26.925275648165048,0.6698030233383179,0.8671171069145203,0.7132322788238525,0.7100598216056824,0.5036848187446594,0.38719603419303894,0.6787759065628052,0.6127210259437561,0.5351521372795105,0.7046785950660706,0.9854125380516052
6.0,26.692417649308478,26.466388040368663,0.6724251508712769,0.8680115938186646,0.7151889801025391,0.7111055254936218,0.5038498640060425,0.3857235908508301,0.6799094080924988,0.6200575828552246,0.5464369058609009,0.7084813117980957,0.9854865670204163
7.0,26.414379896693834,26.50007323498996,0.6761870980262756,0.869933009147644,0.7165299654006958,0.7119928598403931,0.5078245997428894,0.3941417932510376,0.6875090599060059,0.6277551651000977,0.5507188439369202,0.7098926305770874,0.9855734705924988
8.0,26.23826640898569,26.38495908068411,0.6646919250488281,0.8693591952323914,0.7171751856803894,0.7131098508834839,0.51121985912323,0.3902503550052643,0.6871510148048401,0.5180677771568298,0.545612633228302,0.7093942761421204,0.9855791926383972
9.0,26.065553184653428,26.764419987516582,0.6717146039009094,0.8700316548347473,0.7174293398857117,0.7106934785842896,0.5101862549781799,0.39266276359558105,0.6883759498596191,0.5863170027732849,0.5467565059661865,0.7090807557106018,0.985612154006958
